coding	meaning
1140878308	aveeno cream
1140878310	vaseline dermacare lotion
1140878312	kamillosan ointment
1140878314	keri lotion
1140878316	lacticare lotion
1140878318	masse cream
1140878320	morhulin ointment
1140878322	morsep cream
1140878324	oilatum cream
1140878326	humiderm cream
1140878328	hydromol cream
1140878330	sudocrem cream
1140878338	anthisan cream
1140878340	caladryl cream
1140878344	r.b.c cream
1140878346	alphosyl cream
1140878348	alphosyl lotion
1140878350	carbo-dome cream
1140878352	tarcortin cream
1140878354	clinitar cream
1140878356	exolan cream
1140878358	cuplex gel
1140878360	salactol paint
1140878362	verrugon ointment
1140878364	duofilm paint
1140878366	salatac gel
1140878368	phytex paint
1140878370	phytocil cream
1140878372	phytocil powder
1140878374	acnisal topical solution
1140878376	posalfilin ointment
1140878378	dovonex 50micrograms/g ointment
1140878380	brasivol no.1 paste
1140878382	brasivol no.2 paste
1140878384	ionax scrub gel
1140878386	acetoxyl 2.5 gel
1140878388	acetoxyl 5 gel
1140878390	acnegel 5 gel
1140878392	nericur 5 gel
1140878394	panoxyl 5 gel
1140878396	acnecide 5% gel
1140878400	nericur 10 gel
1140878402	benzagel 10 gel
1140878404	acnegel forte gel
1140878406	acnecide 10% gel
1140878408	gelcotar gel
1140878410	pragmatar cream
1140878412	psoriderm cream
1140878414	psorigel 7.5% gel
1140878416	psoriderm bath emulsion
1140878418	alphosyl hc cream
1140878420	carbo-cort cream
1140878422	gelcosal gel
1140878424	balneum with tar bath oil
1140878426	polytar emollient bath additive
1140878428	anthranol 0.4% ointment
1140878430	alphodith 0.4% ointment
1140878432	anthranol 1% ointment
1140878434	alphodith 1% ointment
1140878436	anthranol 2% ointment
1140878438	alphodith 2% ointment
1140878440	alphodith 3% ointment
1140878442	dithrocream 0.1% cream
1140878444	dithrocream 0.25% cream
1140878446	dithrocream forte 0.5% cream
1140878448	dithrocream hp 1% cream
1140878450	dithrocream 2% cream
1140878452	dithrolan ointment
1140878454	psoradrate 0.1% cream
1140878456	psoradrate 0.2% cream
1140878458	psorin ointment
1140878464	panoxyl 10 gel
1140878466	benoxyl 5 cream
1140878468	benoxyl 5 lotion
1140878470	benoxyl 10 lotion
1140878472	panoxyl 2.5 aquagel
1140878474	panoxyl 5 aquagel
1140878476	panoxyl 10 aquagel
1140878478	panoxyl 10 wash
1140878480	quinoped cream
1140878482	quinoderm 5 cream
1140878486	clinitar shampoo
1140878488	t/gel shampoo
1140878490	gelcotar liquid
1140878492	genisol liquid
1140878494	ionil t shampoo
1140878496	lenium cream
1140878498	polytar liquid
1140878500	efalith ointment
1140878502	baltar shampoo
1140878504	polytar plus liquid
1140878506	selsun shampoo
1140878508	psoriderm shampoo
1140878510	alphosyl 2 in 1 shampoo
1140878512	capasal shampoo
1140878514	meted shampoo
1140878516	pentrax shampoo
1140878520	soframycin eye ointment
1140878526	bactroban ointment
1140878528	flamazine 1% cream
1140878530	canesten 1% cream
1140878532	canesten 1% solution
1140878534	canesten 1% spray
1140878536	quinoderm 5% lotio-gel
1140878538	quinoderm cream
1140878540	acnidazil cream
1140878542	benzoyl peroxide+miconazole nitrate
1140878544	eskamel cream
1140878546	retin-a 0.025% cream
1140878558	skinoren cream
1140878560	actinac lotion (pdr for recon)
1140878562	quinoderm+hydrocortisone cream
1140878564	isotrex gel
1140878568	callusolve 25% paint
1140878578	warticon solution
1140878580	condyline solution
1140878586	calmurid solution
1140878592	canesten 1% dusting powder
1140878594	ecostatin cream
1140878598	ecostatin lotion
1140878600	pevaryl lotion
1140878602	pevaryl 1% powder spray
1140878606	exelderm cream
1140878608	monphytol paint
1140878610	mycota cream
1140878624	collodion product
1140878664	mycota powder
1140878666	mycota spray
1140878672	trosyl nail solution
1140878674	trosyl cream
1140878676	loceryl nail lacquer
1140878678	loceryl cream
1140878734	corsodyl original mouthwash
1140878736	eludril mouthwash
1140878738	aerocide 1 spray
1140878774	aluminium chloride 20% roll-on solution
1140878776	aluminium chloride 20% roll-on application
1140878778	anhydrol forte roll-on solution
1140878780	driclor roll-on application
1140878792	aerocide 2 spray
1140878794	cx 1 spray
1140878798	cx 2 spray
1140878980	canesten vc vaginal cream pack+applicator
1140878982	gyno-pevaryl cream
1140878994	tolnaftate+benzalkonium chloride 1/0.1% ointment
1140879048	tolnaftate+chlorhexidine hydrochloride 1%/0.25% powder
1140879052	mycil ointment
1140879054	mycil powder
1140879056	mycil spray
1140879060	tineafax powder
1140879062	cupal verruca treatment ointment
1140879068	compound v liquid+pack
1140879070	compound w liquid
1140879076	eludril oral spray
1140879078	hewletts cream
1140879212	fentanyl+droperidol
1140879216	papaveretum+hyoscine hydrobromide
1140879390	co-simalcite
1140879392	manevac granules
1140879396	codalax liquid
1140879402	cimetidine+alginate
1140879404	docusate sodium
1140879406	ranitidine
1140879408	compound sodium citrate enema
1140879412	phosphate enema
1140879416	golytely powder
1140879418	carbenoxolone
1140879422	pirenzepine
1140879424	alverine
1140879426	antiemetic
1140879428	mebeverine
1140879430	domperidone
1140879454	gastrese-la 15mg m/r tablet
1140879460	granisetron
1140879464	loperamide
1140879466	antacid liquid
1140879468	kaolin product
1140879470	polycrol gel
1140879476	laxative
1140879478	synergel gel
1140879480	klyx enema
1140879482	antacid tablet
1140879490	evoxin 10mg tablet
1140879494	metoclopramide
1140879502	olsalazine
1140879506	effico tonic
1140879518	opulets benoxinate eye drops
1140879540	fluoxetine
1140879544	fluvoxamine
1140879552	maprotiline
1140879554	estramustine
1140879556	mianserin
1140879600	idarubicin
1140879616	amitriptyline
1140879620	clomipramine
1140879624	desipramine
1140879626	mercuric oxide
1140879628	dothiepin
1140879630	imipramine
1140879632	protriptyline
1140879634	trazodone
1140879644	amantadine
1140879648	apomorphine
1140879656	lysuride
1140879658	chlorpromazine
1140879660	pergolide
1140879668	selegiline
1140879674	pipothiazine
1140879680	dexamphetamine
1140879684	diethylpropion
1140879688	viloxazine
1140879696	amylobarbitone sodium
1140879698	quinalbarbitone
1140879704	remoxipride
1140879730	buspirone
1140879744	fenfluramine
1140879746	promazine
1140879750	thioridazine
1140879754	oxypertine
1140879758	betaxolol
1140879760	bisoprolol
1140879762	celiprolol
1140879768	bambuterol
1140879772	fenoterol
1140879774	alfuzosin
1140879776	orciprenaline
1140879778	doxazosin
1140879780	reproterol
1140879782	indoramin
1140879784	rimiterol
1140879786	phenoxybenzamine
1140879788	ritodrine
1140879792	terbutaline
1140879794	prazosin
1140879798	terazosin
1140879802	amlodipine
1140879804	tulobuterol
1140879806	diltiazem
1140879808	isoprenaline
1140879810	nicardipine
1140879818	metoprolol
1140879822	carteolol
1140879824	labetalol
1140879826	levobunolol
1140879828	glauline eye drops
1140879830	oxprenolol
1140879834	penbutolol
1140879836	naphazoline
1140879842	propranolol
1140879844	phenylephrine
1140879848	phenylephrine eye drops
1140879852	xylometazoline
1140879854	sotalol
1140879866	timolol
1140879894	hydrocal 1% cream
1140879896	lanacort cream
1140879902	coal tar product
1140879904	calamine+coal tar ointment bp
1140879906	coal tar+salicylic acid ointment bp
1140879910	zinc+coal tar paste bp
1140879916	coal tar distillate 1.5% shampoo
1140879918	coal tar distillate+soya oil 30/50% bath oil
1140879922	coal tar solution+hydrocortisone 3%/0.25% cream
1140879926	coal tar 40% bath emulsion
1140879928	coal tar+lecithin 6/0.4% cream
1140879930	strong coal tar solution+pine tar 5/5% gel
1140879934	coal tar extract+hydrocortisone 3%/0.25% cream
1140879938	coal tar extract+allantoin 5%/2% lotion
1140879940	coal tar extract+allantoin 5%/2% cream
1140879942	dithranol
1140880000	dithranol+urea 0.2% cream
1140880002	dithranol+urea 0.1% cream
1140880004	dithranol+salicylic acid 0.5/0.5% ointment
1140880008	ichthammol
1140880012	zinc+ichthammol cream bp
1140880014	salicylic acid
1140880018	zinc+salicylic acid paste bp
1140880034	polyethylene+benzalkonium chloride 21.9/0.25% gel
1140880036	aluminium oxide 52% paste
1140880038	aluminium oxide 38% paste
1140880040	benzoyl peroxide product
1140880042	oxy 5 lotion
1140880044	oxy 10 lotion
1140880046	benzoyl peroxide+miconazole nitrate 5%/2% cream
1140880048	benzoyl perox+potassium hydroxyquin sulphate 10/0.5% crm
1140880050	valderma active gel
1140880052	benzoyl perox+potass hydroxyquinoline sulph 5/0.5% lotio-gel
1140880054	oxy 10 cover-up cream
1140880056	sulphur product
1140880058	sulphur+salicylic acid cream bp
1140880060	sulphur+salicylic acid ointment bpc
1140880062	sulphur compound 4% lotion bp
1140880064	sulphur 10% ointment bp
1140880066	sulphur+resorcinol 8/2% cream
1140880068	topicycline topical solution
1140880072	gamolenic acid
1140880076	epogam 40mg capsule
1140880080	efamast 40mg capsule
1140880084	gammolin 40mg capsule
1140880086	calcipotriol
1140880090	acitretin
1140880092	neotigason 10mg capsule
1140880102	dithranol 0.2% ointment bp
1140880140	zineryt topical solution
1140880142	stiemycin solution
1140880146	erythromycin+zinc acetate 40mg/12mg/ml topical solution
1140880150	salicylic acid+lactic acid 16.7%/16.7% paint
1140880154	bromine complexes
1140880166	podophyllum resin
1140880170	podophyllin+salicylic acid 20/25% ointment
1140880172	podophyllotoxin
1140880176	warticon fem solution
1140880198	urea+lactic acid 20/5% solution
1140880200	dalacin t topical solution
1140880202	dalacin t rollerball lotion
1140880208	azelaic acid
1140880234	dianette tablet
1140880238	isotretinoin
1140880240	roaccutane 5mg capsule
1140880256	coal tar extract 2% shampoo
1140880264	ketoconazole 2% shampoo
1140880266	coal tar+lecithin 2.5/0.3% shampoo
1140880268	alcoholic coal tar extract 5% shampoo
1140880270	salicylic acid+sulphur 3/5% shampoo
1140880272	coal tar 4.3% shampoo
1140880276	achromycin topical 3% ointment
1140880282	benzoic acid product
1140880286	benzoyl perox+potassium hydroxyquinoline sulphate 5/0.5% crm
1140880288	clotrimazole
1140880290	masnoderm 1% cream
1140880306	nizoral 2% cream
1140880308	ketoconazole 2% cream
1140880312	daktarin twinpack 2% cream+powder
1140880314	daktarin 0.16% powder spray
1140880316	daktarin 2% dusting powder
1140880324	nystaform cream
1140880326	nystan cream
1140880332	lithium succinate 8% ointment
1140880336	colomycin topical powder
1140880338	colistin sulphate topical powder
1140880340	soframycin ointment
1140880342	mupirocin
1140880350	cicatrin powder spray
1140880352	polybactrin powder spray
1140880354	tribiotic spray
1140880356	graneodin ointment
1140880360	polymyxin b sulphate+bacitracin zinc ointment
1140880366	aureomycin 3% ointment
1140880378	genticin cream
1140880384	nystan ointment
1140880386	tinaderm-m cream
1140880388	nystatin+tolnaftate 100000units/1%/g cream
1140880390	nystatin+chlorhexidine hydrochloride 100000units/1%/g cream
1140880402	zinc undecenoate+undecenoic acid 20/5% spray
1140880444	aluminium acetate 0.65% lotion
1140880456	zinc undecenoate+undecenoic acid 20/5% powder
1140880458	zinc undecenoate+undecenoic acid 20/5% cream
1140880460	tioconazole
1140880462	metrogel 0.75% gel
1140880466	amorolfine
1140880474	herpid 5% application
1140880476	iduridin 5% application
1140880478	virudox 5% application
1140880480	idoxuridine (in dimethylsulphoxide) 5% application
1140880482	idoxuridine (in dimethylsulphoxide) 40% application
1140880576	silver nitrate product
1140880680	influenza vaccine
1140880726	hirudoid cream
1140880730	secaderm ointment
1140880942	alfentanil
1140880944	rapifen 1mg/2ml injection
1140880946	rapifen 5mg/10ml injection
1140880950	rapifen intensive care 5mg/1ml injection
1140880956	fentanyl
1140880958	sublimaze 100micrograms/2ml injection
1140880960	sublimaze 500micrograms/10ml injection
1140880962	thalamonal injection
1140881026	meptazinol
1140881028	meptid 200mg tablet
1140881030	meptid 100mg/1ml injection
1140881040	papaveretum
1140881102	operidine 2mg/2ml injection
1140881104	operidine 10mg/10ml injection
1140881118	toradol 10mg tablet
1140881128	omnopon paediatric injection
1140881166	camsilon 10mg/1ml injection
1140881170	robinul-neostigmine injection
1140881224	neostigmine+glycopyrronium 2.5mg/500micrograms/1ml injection
1140881256	dantrium iv 20mg injection (pdr for recon)
1140881318	co-magaldrox
1140881320	magnesium carbonate
1140881324	magnesium trisilicate
1140881326	hydrotalcite
1140881328	magaldrate
1140881330	magnesium hydroxide
1140881334	co-phenotrope
1140881338	oxyphenisatin
1140881342	sodium acid phosphate
1140881346	glutamic acid product
1140881412	algicon suspension
1140881414	gastrocote liquid
1140881416	mucaine suspension
1140881418	premiums tablet
1140881420	eno original powder
1140881422	asilone liquid
1140881432	heemex ointment
1140881434	fletchers' magnesium sulphate 50% retention enema
1140881436	fletchers' phosphate standard tube enema
1140881440	anugesic-hc cream
1140881442	anusol hc ointment
1140881444	proctofoam hc foam
1140881446	proctosedyl ointment
1140881448	scheriproct ointment
1140881450	ultraproct ointment
1140881454	xyloproct ointment
1140881464	chloraseptic mouthwash+gargle
1140881470	anodesyn ointment
1140881472	lacri-lube eye ointment
1140881474	normacol granules
1140881482	windcheaters capsule
1140881490	bioral 2% oral gel
1140881492	bioplex 1% mouthwash granules
1140881500	j.collis brown's tablet
1140881502	opazimes tablet
1140881504	diocalm dual action tablet
1140881512	dioctyl 12.5mg/5ml paediatric solution
1140881514	fletchers' micro-enema
1140881516	norgalax 120mg micro-enema
1140881518	waxsol 0.5% ear drops
1140881520	dioctyl ear drops
1140881522	audinorm ear drops
1140881524	molcer ear drops
1140881530	liquid paraffin+magnesium hydroxide oral emulsion bp
1140881536	diocalm ultra 2mg capsule
1140881538	diareze 2mg capsule
1140881540	arret 2mg capsule
1140881542	diarphen tablet
1140881544	de-nol 120mg/5ml liquid
1140881548	algitec suspension
1140881550	milk of magnesia suspension
1140881612	naproxen+misoprostol
1140881622	co-danthramer
1140881624	co-danthrusate
1140881628	pipenzolate+dimethicone
1140881692	univer 120mg m/r capsule
1140881702	adalate 10mg capsule
1140881704	mcr-50 m/r capsule
1140881706	accupro 5mg tablet
1140881712	renitec 5mg tablet
1140881714	capozide tablet
1140881716	acezide tablet
1140881722	avlocardyl retard 160mg m/r capsule
1140881726	cordarone 200mg tablet
1140881728	lasix+k tablet combination pack
1140881748	zocor 10mg tablet
1140881798	ismelin 5% eye drops
1140881800	ganda 1+0.2 eye drops
1140881842	heparin
1140881856	salbutamol
1140881862	oxivent 100mcg inhaler
1140881864	guanethidine monosulphate+adrenaline 0.25%/0.05% eye drops
1140881876	regaine regular strength 20mg/ml topical liquid
1140881882	timoptol 0.25% eye drops
1140881890	betoptic 0.5% eye drops
1140881894	diuretic
1140881920	brovon inhalant
1140881922	becodisks 100micrograms disks+diskhaler
1140881938	beclomethasone dipropionate+salbutamol
1140881994	sodium cromoglycate+isoprenaline sulphate
1140881996	sodium cromoglycate+salbutamol
1140882012	pollon-eze 10mg tablet
1140882014	calimal 4mg tablet
1140882018	aller-eze tablet
1140882020	clemastine+phenylpropanolamine
1140882028	sominex 20mg tablet
1140882030	seldane 120mg tablet
1140882070	eppy 1% eye drops
1140882072	ilube eye drops
1140882082	promethazine product
1140882088	amylobarbitone
1140882090	butobarbitone
1140882092	cyclobarbitone
1140882098	fluphenazine
1140882100	zuclopenthixol
1140882102	prolintane
1140882104	hyoscine
1140882106	femigraine tablet
1140882108	aspirin+cyclizine hydrochloride 500mg/25mg tablet
1140882110	co-beneldopa
1140882112	co-careldopa
1140882114	kaolin+morphine
1140882116	morphine sulphate+atropine sulphate
1140882142	pseudoephedrine
1140882146	uniflu plus gregovite c tablet
1140882150	propaderm ointment
1140882152	budesonide 0.025% cream
1140882156	preferid cream
1140882160	rynacrom 2% nasal drops
1140882170	simplene 0.5% eye drops
1140882182	joy-rides tablet
1140882190	aspirin+glycine 500mg/133mg dispersible tablet
1140882192	disprin direct dispersible tablet
1140882216	fanalgic 125mg/5ml syrup
1140882218	paldesic 120mg/5ml elixir
1140882220	paracets 500mg capsule
1140882222	fanalgic 500mg tablet
1140882224	gastrobid continus 15mg m/r tablet
1140882226	gastromax 30mg m/r capsule
1140882230	gastroflux 10mg tablet
1140882232	kwells tablet
1140882236	seroxat 20mg tablet
1140882240	motipress tablet
1140882244	molipaxin 50mg capsule
1140882248	disprol junior 120mg soluble tablet
1140882258	panaleve plus capsule
1140882262	panadol extra soluble tablet
1140882264	doans backache pill
1140882266	paracetamol+sodium salicylate 150mg/100mg tablet
1140882268	aspirin+codeine 300mg/8mg tablet
1140882272	oramorph 10mg/5ml oral solution
1140882274	oramorph 100mg/5ml concentrated oral solution
1140882276	enterosan tablet
1140882310	gamanil 70mg tablet
1140882312	sinequan 10mg capsule
1140882320	clozaril 25mg tablet
1140882324	piperacillin+tazobactam
1140882326	securopen 5g infusion set
1140882328	ticarcillin+clavulanic acid
1140882330	suprax 100mg/5ml paediatric oral suspension
1140882332	orelox 100mg tablet
1140882336	cefuroxime+metronidazole
1140882340	aureomycin powder
1140882344	dentomycin 10mg dental gel
1140882352	cidomycin 80mg/2ml injection ampoule
1140882354	cidomycin 80mg/2ml injection vial
1140882356	erythroped 250mg/5ml suspension
1140882358	erythroped sf 250mg/5ml suspension
1140882360	erythroped pi sf 125mg/5ml suspension
1140882364	zithromax 200mg/5ml oral suspension
1140882366	klaricid 250mg tablet
1140882372	ethambutol hcl+isoniazid
1140882374	co-amoxiclav
1140882376	sulpitil 200mg tablet
1140882382	butyrophenone product
1140882392	aspirin+codeine
1140882394	paracetamol + codeine
1140882396	paracetamol+dihydrocodeine tartrate
1140882406	morphine tartrate+cyclizine
1140882416	bicillin injection (pdr for recon)
1140882418	ladropen 125mg/5ml suspension
1140882420	ampicillin+cloxacillin
1140882422	co-fluampicil
1140882426	pondocillin 175mg/5ml s/f suspension
1140882432	pivampicillin+pivmecillinam
1140882452	virazid 6g inhalation (pdr for recon)
1140882458	metrotop 0.8% gel
1140882460	utinor 400mg tablet
1140882464	daktarin 2% cream
1140882468	daktarin 25mg/ml oral gel
1140882472	lamisil 250mg tablet
1140882474	lamisil 1% cream
1140882478	zovirax 5% cream
1140882480	iduridin 40% application
1140882486	foscavir 6g/250ml intravenous infusion
1140882488	foscavir 12g/500ml intravenous infusion
1140882492	expelix elixir
1140882494	ovex 100mg chewable tablet
1140882498	penicillin
1140882506	achromycin 1% eye/ear ointment
1140882514	cidomycin topical cream
1140882516	cidomycin topical ointment
1140882520	cidomycin eye/ear drops
1140882522	garamycin eye/ear drops
1140882530	cicatrin cream
1140882532	cicatrin dusting powder
1140882534	framycetin sulphate+gramicidin 1.5%/0.005% ointment
1140882536	chloromycetin 0.5% redidrops
1140882538	chloramphenicol 0.25% eye drops
1140882542	fucidin cream
1140882544	fucidin ointment
1140882546	fucidin gel
1140882548	rifampicin+isoniazid
1140882550	rifampicin+isoniazid+pyrazinamide
1140882552	tribavirin
1140882560	polymyxins
1140882564	norzol 200mg/5ml suspension
1140882566	piperazine+sennosides
1140882618	diprosalic ointment
1140882622	betamethasone+salicylic acid
1140882624	vista-methasone 0.1% eye/ear/nose drops
1140882626	betnesol 0.1% eye/ear/nose drops
1140882630	diprosone cream
1140882694	betnovate cream
1140882708	clobetasone butyrate+neomycin sulphate
1140882718	maxitrol eye drops
1140882722	maxidex eye drops
1140882724	sofradex eye/ear drops
1140882728	otomize ear spray
1140882730	colifoam 10% foam
1140882732	dioderm cream
1140882740	mildison lipocream 1% cream
1140882742	efcortelan 0.5% cream
1140882756	timodine cream
1140882758	tri-cicatrin ointment
1140882764	betamethasone+clioquinol
1140882766	betamethasone+neomycin sulphate
1140882768	vista-methasone n eye/ear/nose drops
1140882774	betamethasone+fusidic acid
1140882776	fucibet cream
1140882778	lotriderm cream
1140882780	betamethasone+clotrimazole
1140882782	dermovate cream
1140882794	clobetasol propionate+neomycin sulphate+nystatin
1140882800	eumovate cream
1140882806	clobetasone butyrate+oxytetracycline+nystatin
1140882808	cloburate eye drops
1140882816	gregoderm ointment
1140882818	alphaderm cream
1140882820	calmurid hc cream
1140882822	hydrocortisone+urea
1140882824	hydrocortisone+pramoxine
1140882826	epifoam foam
1140882830	hydrocortisone+crotamiton
1140882832	otosporin ear drops
1140882836	vioform hydrocortisone cream
1140882840	hydrocortisone+sodium fusidate
1140882842	hydrocortisone+gentamicin
1140882844	hydrocortisone+nystatin
1140882846	hydrocortisone+potassium hydroxyquinoline
1140882848	hydrocortisone+oxytetracycline
1140882850	hydrocortisone+clioquinol
1140882852	locoid 0.1% cream
1140882864	hydrocortisone+chlorquinaldol
1140882888	hydrocortisone+chloramphenicol
1140882892	neo-cortef eye/ear ointment
1140882894	hydrocortisone+neomycin
1140882896	hydrocortisone+lignocaine
1140882898	cobadex 0.5% cream
1140882902	hydrocortisone+dimethicone '350'
1140882904	canesten hc cream
1140882906	hydrocortisone+clotrimazole
1140882908	hydrocortisone+miconazole
1140882910	daktacort cream
1140882914	hydrocortisone+econazole
1140882916	econacort cream
1140882918	hydrocortisone+fusidic acid
1140882920	fucidin h cream
1140882926	gentisone hc cream
1140882928	nystaform-hc 0.5% cream
1140882932	quinocort cream
1140882934	terra-cortril ointment
1140882938	terra-cortril nystatin cream
1140882946	livial 2.5mg tablet
1140882948	menzol 8-day 5mg planapack tablets
1140882960	urofollitrophin
1140882962	human menopausal gonadotrophins
1140882964	oral hypoglycaemic
1140882976	growth hormone product
1140882980	disodium etidronate+calcium carbonate
1140882998	miscellaneous cystitis remedies
1140883010	papaverine
1140883014	ortho-dienoestrol 0.01% cream
1140883022	neo-medrone 0.25% cream
1140883026	methylprednisolone+neomycin
1140883028	predsol 0.5% eye/ear drops
1140883030	pred forte 1% eye drops
1140883034	adcortyl+graneodin cream
1140883038	ledercort 0.1% cream
1140883040	adcortyl 0.1% cream
1140883044	tri-adcortyl cream
1140883048	aureocort cream
1140883052	nystadermal cream
1140883054	pevaryl tc cream
1140883056	audicort ear drops
1140883058	triamcinolone+chlortetracycline
1140883060	triamcinolone+nystatin
1140883062	triamcinolone+econazole
1140883064	triamcinolone+neomycin
1140883066	insulin product
1140883074	micolette micro-enema
1140883076	micralax micro-enema
1140883078	relaxit micro-enema
1140883138	human interferon gamma-1b
1140883154	travogyn 300mg pessary
1140883158	isopto carbacol 3% eye drops
1140883162	combined oral contraceptive product
1140883468	clonidine
1140883470	lofexidine
1140883474	adrenaline eye drops
1140883476	procyclidine
1140883478	pyridostigmine
1140883480	propantheline
1140883482	bethanechol
1140883494	atropine
1140883500	azelastine
1140883504	cetirizine
1140883510	benzhexol
1140883512	azatadine
1140883514	benztropine
1140883516	brompheniramine
1140883518	cyclopentolate
1140883520	chlorpheniramine
1140883522	alnide 0.5% eye drops
1140883524	cinnarizine
1140883528	epifrin 1% eye drops
1140883530	dipivefrine
1140883534	ephedrine
1140883538	isometheptene
1140883540	oxymetazoline
1140883544	homatropine
1140883546	afrazine nose drops
1140883548	ipratropium
1140883550	physostigmine
1140883552	mepenzolate
1140883554	xamoterol
1140883556	methixene
1140883560	orphenadrine
1140883564	oxitropium
1140883566	demecarium
1140883568	oxybutynin
1140883570	distigmine
1140883572	pipenzolate
1140883574	ecothiopate
1140883576	poldine
1140883578	edrophonium
1140883584	cyproheptadine
1140883586	opulets cyclopentolate eye drops
1140883588	dimethindene
1140883590	dicyclomine
1140883592	vibrocil nasal spray
1140883594	glycopyrronium
1140883600	diphenhydramine product
1140883602	diphenylpyraline
1140883620	brasivol no.3 paste
1140883640	aluminium chloride 19% gel
1140883644	hyperdol 19% roll-on
1140883648	aluminium chloride 19% cream
1140883652	hyperdol 19% cream
1140883656	hydroxyzine
1140883658	mepyramine
1140883660	phenindamine
1140883662	pheniramine
1140883664	pizotifen
1140883670	triprolidine
1140883674	trimeprazine
1140883676	cough/decongestant preparation
1140883678	anthical cream
1140883680	isoaminile
1140883700	methylcysteine
1140883706	nedocromil
1140883740	psoradrate 0.4% cream
1140883744	keralyt 6% gel
1140883748	selenium product
1140883752	lenium 2.5% shampoo
1140883784	bayolin ointment
1140883786	aradolene cream
1140883788	malatex solution
1140883790	malatex cream
1140883792	sential e cream
1140883794	thovaline spray
1140883796	thovaline ointment
1140883798	rikospray spray
1140883800	theraderm 10% gel
1140883802	natuderm cream
1140883804	quinoderm 10% lotio-gel
1140883806	noratex cream
1140883808	acnidazil 2% cream
1140883810	locobase cream
1140883812	parfenac 5% cream
1140883814	locobase ointment
1140883816	meditar 5% waxstick
1140883818	vaseline dermacare cream
1140883820	clinitar 2.5% gel
1140883826	synogist shampoo
1140883828	polytar af liquid
1140883842	benoxyl-10+sulphur cream
1140883846	benoxyl-5+sulphur cream
1140883850	theraderm 5% gel
1140883858	dantrolene
1140883860	waxsol 5% ear drops
1140883866	trientine
1140883904	bj6 eye drops
1140883914	flavoxate
1140883940	auralgicin ear drops
1140883944	auraltone ear drops
1140883952	nestosyl ointment
1140883960	soliwax ear drops
1140883968	carmellose
1140883972	orahesive oral paste
1140883982	framycetin
1140883984	framygen eye drops
1140883986	framygen ear drops
1140883988	fucidin 2% caviject
1140883998	mycifradin powder
1140884002	myciguent ointment
1140884006	graneodin eye ointment
1140884008	oral erythromycin
1140884012	parenteral erythromycin
1140884016	topical erythromycin
1140884022	latamoxef
1140884042	framygen cream
1140884046	soframycin powder
1140884048	framycort eye ointment
1140884050	framycort eye drops
1140884052	framycort ear drops
1140884054	soframycin cream
1140884064	opulets chloramphenicol 0.5% eye drops
1140884066	genticin 0.3% ointment
1140884068	chloramphenicol powder
1140884070	genticin 0.3% eye/ear drops
1140884072	chloromycetin powder
1140884074	gentisone hc ear drops
1140884076	fosfomycin
1140884082	genticin powder
1140884086	cidomycin powder
1140884090	neomycin product
1140884098	cefsulodin
1140884102	cephamycin
1140884114	bacampicillin
1140884118	achromycin 1% eye drops
1140884120	isoconazole
1140884124	travogyn 1% cream
1140884136	topical miconazole
1140884140	daktarin powder
1140884142	vancocin powder
1140884144	sulconazole
1140884152	tineafax cream
1140884158	fungilin 3% cream
1140884162	fungilin ointment
1140884168	talampicillin
1140884170	carfecillin
1140884176	methicillin
1140884178	pivmecillinam
1140884186	sulphacetamide
1140884188	nystaform ointment
1140884190	albucid 10% eye drops
1140884192	multilind ointment
1140884194	ocusol eye drops
1140884198	chlortetracycline
1140884202	aureomycin 3% cream
1140884204	econazole
1140884206	demeclocycline
1140884208	pevaryl tc 1% cream
1140884212	pevaryl 1% powder
1140884216	ecostatin 1% powder
1140884224	foscarnet
1140884226	pimafucin 2% cream
1140884228	kerecid eye drops
1140884230	pimafucin 1% suspension
1140884232	kerecid eye ointment
1140884236	vidarabine
1140884238	vira-a eye ointment
1140884254	antepar 750mg/5ml elixir
1140884298	ethambutolol
1140884302	myambutol powder
1140884308	hydroxychloroquine
1140884314	proguanil
1140884322	halofantrine
1140884326	mepacrine
1140884338	pentamidine
1140884346	diloxanide
1140884376	nalbuphine
1140884388	pethidine
1140884392	phenoperidine
1140884396	benzydamine
1140884402	pentazocine
1140884404	paracetamol+caffeine
1140884406	phenazocine
1140884408	paracetamol+dextropropoxyphene
1140884412	sumatriptan
1140884414	dextromoramide
1140884418	dextropropoxyphene
1140884422	dipipanone
1140884444	codeine
1140884452	codeine linctus
1140884460	diamorphine
1140884464	dihydrocodeine
1140884482	methadone
1140884488	diclofenac
1140884498	felbinac
1140884512	liothyronine
1140884516	thyroxine product
1140884544	leuprorelin
1140884558	ketorolac
1140884560	nefopam
1140884600	metformin
1140884622	oestrogen product
1140884624	fosfestrol
1140884626	mestranol
1140884634	cyproterone
1140884636	diflucortolone
1140884638	clomiphene
1140884640	nerisone 0.1% cream
1140884642	alclometasone
1140884646	modrasone 0.05% cream
1140884654	beclomethasone
1140884660	fluclorolone
1140884664	topilar 0.025% cream
1140884672	fludrocortisone
1140884676	fluocinolone
1140884686	gestronol
1140884688	hydroxyprogesterone
1140884696	clobetasone
1140884700	trimovate ointment
1140884704	cortisone product
1140884706	megestrol
1140884716	stiedex lp 0.05% oily cream
1140884726	nandrolone
1140888074	clobetasol
1140888092	elocon cream
1140888098	fluticasone
1140888124	uniroid ointment
1140888130	framycort ointment
